url,assets_url,upload_url,html_url,id,author.login,author.id,author.node_id,author.avatar_url,author.gravatar_id,author.url,author.html_url,author.followers_url,author.following_url,author.gists_url,author.starred_url,author.subscriptions_url,author.organizations_url,author.repos_url,author.events_url,author.received_events_url,author.type,author.site_admin,node_id,tag_name,target_commitish,name,draft,prerelease,created_at,published_at,assets.url,assets.id,assets.node_id,assets.name,assets.label,assets.uploader.login,assets.uploader.id,assets.uploader.node_id,assets.uploader.avatar_url,assets.uploader.gravatar_id,assets.uploader.url,assets.uploader.html_url,assets.uploader.followers_url,assets.uploader.following_url,assets.uploader.gists_url,assets.uploader.starred_url,assets.uploader.subscriptions_url,assets.uploader.organizations_url,assets.uploader.repos_url,assets.uploader.events_url,assets.uploader.received_events_url,assets.uploader.type,assets.uploader.site_admin,assets.content_type,assets.state,assets.size,assets.download_count,assets.created_at,assets.updated_at,assets.browser_download_url,tarball_url,zipball_url,body,owner,repo,reactions.url,reactions.total_count,reactions.+1,reactions.-1,reactions.laugh,reactions.hooray,reactions.confused,reactions.heart,reactions.rocket,reactions.eyes
https://api.github.com/repos/maticnetwork/bor/releases/66489930,https://api.github.com/repos/maticnetwork/bor/releases/66489930/assets,"https://uploads.github.com/repos/maticnetwork/bor/releases/66489930/assets{?name,label}",https://github.com/maticnetwork/bor/releases/tag/v0.2.16,66489930,github-actions[bot],41898282,MDM6Qm90NDE4OTgyODI=,https://avatars.githubusercontent.com/in/15368?v=4,,https://api.github.com/users/github-actions%5Bbot%5D,https://github.com/apps/github-actions,https://api.github.com/users/github-actions%5Bbot%5D/followers,https://api.github.com/users/github-actions%5Bbot%5D/following{/other_user},https://api.github.com/users/github-actions%5Bbot%5D/gists{/gist_id},https://api.github.com/users/github-actions%5Bbot%5D/starred{/owner}{/repo},https://api.github.com/users/github-actions%5Bbot%5D/subscriptions,https://api.github.com/users/github-actions%5Bbot%5D/orgs,https://api.github.com/users/github-actions%5Bbot%5D/repos,https://api.github.com/users/github-actions%5Bbot%5D/events{/privacy},https://api.github.com/users/github-actions%5Bbot%5D/received_events,Bot,false,RE_kwDODQOogM4D9o5K,v0.2.16,master,v0.2.16,false,false,2022-05-10T15:29:45Z,2022-05-20T10:29:02Z,https://api.github.com/repos/maticnetwork/bor/releases/assets/65071583,65071583,RA_kwDODQOogM4D4Onf,bor_0.2.16_checksums.txt,,github-actions[bot],41898282,MDM6Qm90NDE4OTgyODI=,https://avatars.githubusercontent.com/in/15368?v=4,,https://api.github.com/users/github-actions%5Bbot%5D,https://github.com/apps/github-actions,https://api.github.com/users/github-actions%5Bbot%5D/followers,https://api.github.com/users/github-actions%5Bbot%5D/following{/other_user},https://api.github.com/users/github-actions%5Bbot%5D/gists{/gist_id},https://api.github.com/users/github-actions%5Bbot%5D/starred{/owner}{/repo},https://api.github.com/users/github-actions%5Bbot%5D/subscriptions,https://api.github.com/users/github-actions%5Bbot%5D/orgs,https://api.github.com/users/github-actions%5Bbot%5D/repos,https://api.github.com/users/github-actions%5Bbot%5D/events{/privacy},https://api.github.com/users/github-actions%5Bbot%5D/received_events,Bot,false,text/plain; charset=utf-8,uploaded,945,12,2022-05-10T15:42:58Z,2022-05-10T15:42:58Z,https://github.com/maticnetwork/bor/releases/download/v0.2.16/bor_0.2.16_checksums.txt,https://api.github.com/repos/maticnetwork/bor/tarball/v0.2.16,https://api.github.com/repos/maticnetwork/bor/zipball/v0.2.16,## Changelog
\n* f083705e0 Merge pull request #392 from maticnetwork/v0.2.16-candidate
\n* be0148988 move logs
\n* e4e5d4a0c fix: fetch span retry bug
\n* 2321e64ed V0.2.16 candidate (#373)
\n* b91293a47 Merge pull request #375 from maticnetwork/krishna/update-mumbai-config
\n* fe66e290e Fix typo
\n* 8ea9231c5 fix: update mumbai genesis config
\n* 98123ba75 fix: update mumbai config
\n* a9fd4385b Merge pull request #172 from tn606024/fix-get-block
\n* d561a2573 fix: modify the comment of txlookuplimit (#344)
\n* 65f4d2799 Shivam/ethstats backend fix (#341)
\n* 44603dbaa Update rest.go (#349)
\n* 7ff6869d2 Merge pull request #222 from chuwt/chuwt-1029
\n* 30ad2b571 Merge pull request #316 from maticnetwork/feature-ethstats-arbitrary
\n* 8e3d66c5e Handle graceful shutdown in bor (#359)
\n* d687d0d2d Merge pull request #358 from maticnetwork/shivam/codecov
\n* 3c051f074 Added codecov
\n* 7b49cb0bb Split modules for cli (#315)
\n* fe21391e8 Merge pull request #309 from maticnetwork/manav/dev-mode
\n* b02c74226 Added arbitray data Ethstats
\n* 6ccd75c18 replace Fatalf function with fmt.Errorf
\n* 08f993114 add test for dev flag
\n* 55c34d660 Merge pull request #303 from maticnetwork/merge-subs2
\n* 0662b70db enable dummy developer account for dev mode
\n* 87a095eae Merge pull request #311 from maticnetwork/arpit/v0.2.14
\n* e5d580261 minor changes
\n* 560ad7dd9 merge master
\n* 58e4311e6 Minor change
\n* ca0f04cfc add developer enabled check for mining
\n* 904f8b52c Minor changes
\n* f86b79ed6 add dev mode for new cli
\n* 2d4ef6784 Streamlined code
\n* 8f7174fb9 Refactor Code
\n* 949822c07 some refactor
\n* 06c9d5cca Test each event without for loop
\n* 6ab751584 Merge branch 'master' into merge-subs2
\n* 70f9c88a6 Added Chain2HeadEvent Test
\n* 2d8424949 fix for TestReorgSideEvent (#304)
\n* 68ea5cd14 minor fixes
\n* 121526089 Merge branch 'master' into merge-subs2
\n* f3d6620ec migrate cli to internal package (#301)
\n* 87362e417 Merging feature-subs2 to  master
\n* 336b89eeb Enable test again (#280)
\n* 4829114de Use stream to send debug files (#279)
\n* 3b2bfa029 Add forks to status (#278)
\n* 8a3508a41 Merge pull request #284 from AlexSSD7/master
\n* 097812307 Merge pull request #294 from maticnetwork/v0.2.13-candidate
\n* 00c78e73a Include missing bad merge changes
\n* 34d8949f8 Include London genesis file
\n* 8bd07e48b Update version.go
\n* bae032365 add burnt contract address
\n* e4f167712 add london fork
\n* 07c066965 bumped version to beta2
\n* a10f79dc2 jaipur fork (#269)
\n* 467e53b2a Build with the previous Dockerfile (#268)
\n* 7115b84b7 london fork (#260)
\n* 8dd6f59bb Configure bor params in the unit itself (#270)
\n* d7891c0d2 Bump maximum GPO price to 5000 Gwei
\n* 53d8947bf Do not attempt DNS discovery and change default sync flag (#283)
\n* 521b3a783 bor the default target (#281)
\n* d51abdb48 removed errors in testcase (#258)
\n* fbd2de7a8 Build using netgo tag (#275)
\n* bbdd7efcf More cleanup
\n* 71bb7157d Move things in lightclient
\n* 1b9c2ad41 Clean ethstats syncer
\n* 3a6744785 Added chain2head event in Ethstats
\n* d5d639d0d Feature grpc status (#224)
\n* 9957d9147 minor fix
\n* 4867ce844 merge MASTER into feature-subs
\n* 39116e6cc V0.2.12 candidate (#261)
\n* 1865f2813 Added sypnosis/help + clean code
\n* a6f014c2c fixes
\n* beaf6da26 Minor Refactor
\n* dcb6cabb7 Fixes
\n* 4488927e1 Connected chain2head protobuf
\n* e6235a8e9 Initial approach
\n* 53a35e0d8 Connected chain2head protobuf
\n* ea2738086 Merge branch 'maticnetwork:feature-subs' into feature-subs
\n* 1253fd5dd Initial approach
\n* b86a566f8 Fix default attach endpoint
